City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Kirakira,SB,-10.4544,161.9205,82.26,77,99,6.58,heavy intensity rain
350,Pisco,PE,-13.7,-76.2167,62.65,82,100,8.05,mist
351,Rajapur,IN,25.3833,81.15,85.8,72,92,9.82,overcast clouds
352,Boundiali,CI,9.5217,-6.4869,69.62,94,96,3.38,overcast clouds
353,Kaitangata,NZ,-46.2817,169.8464,45.46,96,100,9.78,moderate rain
354,Isangel,VU,-19.55,169.2667,76.64,83,77,10.8,broken clouds
355,Fukuma,JP,33.7667,130.4667,93.29,72,18,11.83,few clouds
356,Kualakapuas,ID,-3.0091,114.3876,81.55,85,98,3.67,overcast clouds
357,Clonakilty,IE,51.6231,-8.8706,56.41,71,100,2.71,overcast clouds
358,Uyuni,BO,-20.4597,-66.825,41.83,26,1,2.28,clear sky
359,Springbok,ZA,-29.6643,17.8865,41.04,79,0,3.78,clear sky
360,Martapura,ID,-3.4167,114.85,82.49,78,40,5.75,moderate rain
361,Touros,BR,-5.1989,-35.4608,72.41,90,4,10.6,clear sky
362,Zhovti Vody,UA,48.3473,33.5003,70.47,65,0,6.15,clear sky
363,Iquique,CL,-20.2208,-70.1431,59.04,77,72,3.47,broken clouds
364,Twin Falls,US,42.3505,-114.6445,80.49,23,0,9.22,clear sky
365,Klyuchi,RU,52.2667,79.1667,83.64,31,95,7.72,overcast clouds
366,Gao,ML,16.6362,1.637,87.13,42,13,16.13,few clouds
367,Kampene,CD,-3.6,26.6667,68.41,65,96,1.63,overcast clouds
368,Zhenhai,CN,24.2582,118.0905,92.08,74,9,12.88,clear sky
369,Bantry,IE,51.6833,-9.45,52.79,80,100,2.75,overcast clouds
370,Guerrero Negro,MX,27.9769,-114.0611,68.95,82,4,10.11,clear sky
371,Port-Gentil,GA,-0.7193,8.7815,73.98,80,95,11.1,overcast clouds
372,Batamshinskiy,KZ,50.5594,58.2747,63.19,87,86,11.63,overcast clouds
373,Kroonstad,ZA,-27.6504,27.2349,47.55,66,36,3.42,scattered clouds
374,Floro,NO,61.5996,5.0328,51.22,87,40,9.22,scattered clouds
375,La Ronge,CA,55.1001,-105.2842,59.25,77,75,6.91,broken clouds
376,Payo,ID,-3.7508,103.6372,87.58,57,97,2.68,overcast clouds
377,Eyl,SO,7.9803,49.8164,81.39,59,41,28.86,scattered clouds
378,Eureka,US,40.8021,-124.1637,57.61,87,45,3.11,scattered clouds
379,Mahibadhoo,MV,3.7833,72.9667,81.81,76,61,15.03,broken clouds
380,Brae,GB,60.3964,-1.353,52.7,81,82,9.08,light rain
381,Mocuba,MZ,-16.8392,36.9856,60.24,91,17,2.82,few clouds
382,Tilichiki,RU,60.4667,166.1,49.44,95,100,3.31,moderate rain
383,Ambovombe,MG,-25.1667,46.0833,65.05,67,53,2.71,broken clouds
384,Reims,FR,49.1667,4.0833,59.95,82,0,9.22,clear sky
385,Tuensang,IN,26.2833,94.8333,78.19,81,88,2.59,light rain
386,Erenhot,CN,43.6475,111.9767,85.26,18,65,14.05,broken clouds
387,Nara,JP,34.6851,135.8049,90.97,75,99,1.59,overcast clouds
388,Beringovskiy,RU,63.05,179.3167,47.53,97,100,3.58,light rain
389,Puerto Colombia,CO,10.9878,-74.9547,80.69,84,100,12.53,overcast clouds
390,Mehamn,NO,71.0357,27.8492,57.11,100,100,3.44,moderate rain
391,Inyonga,TZ,-6.7167,32.0667,61.25,63,62,5.61,broken clouds
392,Victoria,HK,22.2855,114.1577,94.24,67,14,8.01,few clouds
393,Lugo,ES,43.0,-7.5,59.77,95,56,1.99,broken clouds
394,Nago,JP,26.5881,127.9761,90.03,65,7,11.12,clear sky
395,Zalantun,CN,48.0,122.7167,80.92,68,100,9.01,overcast clouds
396,Tshane,BW,-24.0196,21.8684,60.6,37,85,10.07,overcast clouds
397,Inuvik,CA,68.3499,-133.7218,61.66,44,40,12.66,scattered clouds
398,Bereda,ES,43.2686,-7.5406,60.42,100,93,5.23,overcast clouds
399,Nioro,GM,13.35,-15.75,75.63,94,94,5.75,overcast clouds
400,Cockburn Town,TC,21.4612,-71.1419,81.39,83,0,18.52,clear sky
401,Piacabucu,BR,-10.4056,-36.4344,74.05,72,100,10.27,overcast clouds
402,Half Moon Bay,US,37.4636,-122.4286,65.41,86,100,10.36,mist
403,Fernley,US,39.608,-119.2518,88.66,28,95,7.96,overcast clouds
404,Black Forest,US,39.0131,-104.7008,60.33,93,100,8.05,light intensity shower rain
405,Abadiania,BR,-16.2042,-48.7069,59.92,57,0,3.36,clear sky
406,Akureyri,IS,65.6835,-18.0878,54.61,87,100,9.37,overcast clouds
407,Snezhnogorsk,RU,69.1933,33.2531,67.78,86,100,21.25,overcast clouds
408,Yako,BF,12.9667,-2.2667,75.72,83,91,16.22,overcast clouds
409,Ejea De Los Caballeros,ES,42.1263,-1.1372,61.02,83,0,10.22,clear sky
410,Maan,PH,5.9339,124.7356,89.44,78,77,3.47,broken clouds
411,Nanma,CN,36.1817,118.1583,84.47,63,34,4.09,scattered clouds
412,Campo Alegre,BR,-9.7819,-36.3508,67.17,94,100,4.03,overcast clouds
413,Dhemaji,IN,27.4833,94.5833,78.87,78,93,1.48,overcast clouds
414,Kirensk,RU,57.7853,108.1119,63.73,82,100,1.36,light rain
415,Hammerfest,NO,70.6634,23.6821,57.65,100,75,10.36,light rain
416,Kathmandu,NP,27.7167,85.3167,75.42,78,75,0.0,broken clouds
417,Cabo San Lucas,MX,22.8909,-109.9124,86.61,63,33,12.84,scattered clouds
418,Kabala,SL,9.5833,-11.55,69.3,99,100,3.51,light rain
419,Khash,IR,28.2211,61.2158,76.96,64,74,7.47,broken clouds
420,Carnarvon,AU,-24.8667,113.6333,72.82,31,88,1.5,overcast clouds
421,Praia,CV,14.9215,-23.5087,79.34,83,20,3.44,few clouds
422,Ayan,RU,56.45,138.1667,60.67,81,73,13.42,broken clouds
423,Cravo Norte,CO,6.3017,-70.2041,74.21,92,19,4.36,few clouds
424,Port Hedland,AU,-20.3167,118.5667,87.85,19,2,13.8,clear sky
425,Tekeli,KZ,44.83,78.8239,86.97,11,18,7.96,few clouds
426,Richards Bay,ZA,-28.783,32.0377,54.28,67,0,6.93,clear sky
427,Tres Picos,MX,15.8667,-93.5333,76.89,92,99,2.98,overcast clouds
428,Chengde,CN,40.9725,117.9361,86.88,49,100,5.84,overcast clouds
429,Asfi,MA,32.2994,-9.2372,70.54,86,0,15.26,clear sky
430,Maceio,BR,-9.6658,-35.7353,72.84,94,100,5.75,overcast clouds
431,Sabana Grande De Boya,DO,18.945,-69.7933,70.29,93,1,2.01,clear sky
432,Quzhou,CN,28.9594,118.8686,100.36,42,40,1.54,scattered clouds
433,Moron,AR,-34.6534,-58.6198,64.94,98,93,4.9,overcast clouds
434,Sibu,MY,2.3,111.8167,77.31,94,40,4.61,scattered clouds
435,Nata,PA,8.3333,-80.5167,74.79,92,98,3.09,overcast clouds
436,Miandrivazo,MG,-19.5167,45.4667,71.58,63,0,3.22,clear sky
437,Douentza,ML,14.9951,-2.9517,85.26,54,94,10.58,overcast clouds
438,Jalu,LY,29.0331,21.5482,81.36,38,8,7.14,clear sky
439,Severomuysk,RU,56.1481,113.4267,59.34,84,100,5.64,light rain
440,Ouidah,BJ,6.3631,2.0851,78.66,87,100,14.27,overcast clouds
441,Svetlaya,RU,46.5389,138.3297,68.34,82,64,4.99,broken clouds
442,Narsipatnam,IN,17.6667,82.6167,88.29,64,87,3.24,overcast clouds
443,Zonguldak,TR,41.25,31.8333,52.65,54,0,3.02,clear sky
444,Lazaro Cardenas,MX,17.9583,-102.2,79.14,78,76,3.69,broken clouds
445,Zaysan,KZ,47.4667,84.8667,85.15,18,99,9.8,overcast clouds
446,Hokitika,NZ,-42.7167,170.9667,52.5,86,100,4.61,overcast clouds
447,Bako,ET,5.7833,36.5667,67.46,57,97,3.98,overcast clouds
448,Okato,NZ,-39.2,173.8833,56.17,75,58,8.99,broken clouds
449,Willmar,US,45.1219,-95.0433,66.15,94,0,4.61,clear sky
450,Ochamchira,GE,42.7121,41.4721,69.15,90,97,5.48,overcast clouds
451,Lasa,IT,46.6166,10.7002,65.28,89,100,1.34,overcast clouds
452,Worland,US,44.0169,-107.9554,75.88,43,0,4.61,clear sky
453,Zhuanghe,CN,39.7008,122.9911,81.28,74,23,10.74,few clouds
454,Loukhi,RU,66.0764,33.0381,61.79,89,100,10.67,light rain
455,Delicias,ES,41.6493,-0.9076,64.72,63,0,20.71,clear sky
456,Esso,RU,55.9333,158.7,63.68,56,100,7.81,overcast clouds
457,Ancud,CL,-41.8697,-73.8203,48.22,93,85,8.66,overcast clouds
458,Chabahar,IR,25.2919,60.643,83.32,78,81,15.41,broken clouds
459,Tungor,RU,53.3808,142.9564,61.36,75,95,6.64,overcast clouds
460,Musoma,TZ,-1.5,33.8,69.75,51,84,7.76,broken clouds
461,Shubarkuduk,KZ,49.1447,56.4872,77.81,45,40,12.62,scattered clouds
462,Kenai,US,60.5544,-151.2583,61.03,67,0,8.05,clear sky
463,Aljezur,PT,37.3191,-8.8033,61.95,93,10,11.32,clear sky
464,Cabinda,AO,-5.55,12.2,68.56,92,77,3.24,broken clouds
465,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,66.79,64,75,13.42,broken clouds
466,Kabinda,CD,-6.1333,24.4833,65.12,46,83,4.65,broken clouds
467,Whitehorse,CA,60.7161,-135.0538,72.37,24,75,6.91,broken clouds
468,Sorkjosen,NO,69.8,20.9333,55.4,94,75,2.3,moderate rain
469,Hongjiang,CN,27.11,109.9956,98.22,38,47,9.64,scattered clouds
470,Baza,ES,37.4907,-2.7726,74.43,44,0,1.01,clear sky
471,Belaya Gora,RU,68.5333,146.4167,64.76,32,24,12.86,few clouds
472,Mareeba,AU,-17.0,145.4333,78.44,54,1,7.81,clear sky
473,Coos Bay,US,43.3665,-124.2179,60.31,97,0,4.61,clear sky
474,Kapuskasing,CA,49.4169,-82.4331,64.49,63,75,8.05,broken clouds
475,Maniitsoq,GL,65.4167,-52.9,41.22,90,85,9.1,overcast clouds
476,Yazd,IR,31.8972,54.3675,91.51,33,10,9.22,clear sky
477,Merrill,US,45.1805,-89.6835,68.72,88,100,0.0,overcast clouds
478,San Quintin,MX,30.4833,-115.95,66.94,86,10,9.55,clear sky
479,Peterborough,GB,52.5736,-0.2478,56.82,93,75,5.75,broken clouds
480,Tura,IN,25.5198,90.2201,81.91,77,39,3.49,scattered clouds
481,Totness,SR,5.8833,-56.3167,77.07,88,3,5.7,clear sky
482,Rudnya,RU,54.947,31.0934,65.3,85,89,5.61,overcast clouds
483,Nemuro,JP,43.3236,145.575,66.7,95,100,7.45,overcast clouds
484,Lerwick,GB,60.1545,-1.1494,53.6,84,55,9.4,light rain
485,Saint-Louis,SN,16.3333,-15.0,83.84,71,94,15.99,overcast clouds
486,Grand-Santi,GF,4.25,-54.3833,72.39,99,68,2.1,broken clouds
487,Maraa,BR,-1.8333,-65.3667,71.83,98,64,2.51,broken clouds
488,Jumla,NP,29.2747,82.1838,67.35,84,100,3.18,overcast clouds
489,Kristiinankaupunki,FI,62.2743,21.376,59.88,87,4,8.48,clear sky
490,Margate,GB,51.3813,1.3862,60.91,82,100,1.01,overcast clouds
491,Suzdal,RU,56.4281,40.4414,72.72,72,16,3.58,few clouds
492,Hualmay,PE,-11.0964,-77.6139,61.12,87,91,9.64,overcast clouds
493,Khor,RU,47.8861,134.9464,79.95,73,84,4.41,broken clouds
494,Manggar,ID,-2.8833,108.2667,84.4,65,100,10.71,overcast clouds
495,Laibin,CN,23.7,109.2667,94.55,48,39,8.63,scattered clouds
496,Marzuq,YE,14.4,46.4667,81.19,49,100,8.19,overcast clouds
497,Erzurum,TR,40.0,41.5,58.68,64,0,1.7,clear sky
498,Nalut,LY,30.3333,10.85,76.37,19,0,9.24,clear sky
499,Shcherbynivka,UA,48.3949,37.791,70.41,71,0,4.0,clear sky
500,Pangnirtung,CA,66.1451,-65.7125,46.31,82,55,2.93,broken clouds
501,Meulaboh,ID,4.1363,96.1285,83.03,72,87,8.1,overcast clouds
502,Berlevag,NO,70.8578,29.0864,60.6,94,100,3.44,light rain
503,Baijiantan,CN,45.6333,85.1833,92.16,12,93,5.41,overcast clouds
504,Comodoro Rivadavia,AR,-45.8667,-67.5,31.86,93,0,3.44,clear sky
505,Lilongwe,MW,-13.9669,33.7873,55.45,84,0,4.18,clear sky
506,Ribeira Brava,PT,32.65,-17.0667,72.23,69,1,5.61,clear sky
507,Longonjo,AO,-12.9067,15.2533,54.55,45,10,4.14,clear sky
508,Irbil,IQ,36.1926,44.0106,85.82,12,0,4.61,clear sky
509,Sangar,RU,63.9242,127.4739,81.91,47,29,3.8,scattered clouds
510,Imuris,MX,30.7833,-110.8667,73.99,79,98,4.56,overcast clouds
511,Constitucion,CL,-35.3333,-72.4167,49.87,91,85,5.57,overcast clouds
512,Cap-Chat,CA,49.1001,-66.6821,59.0,82,99,6.91,overcast clouds
513,Waingapu,ID,-9.6567,120.2641,84.47,53,49,18.12,scattered clouds
514,Bilibino,RU,68.0546,166.4372,51.46,45,48,13.91,scattered clouds
515,Dwarka,IN,22.2394,68.9678,84.38,74,85,13.22,overcast clouds
516,Mizdah,LY,31.4451,12.9801,72.01,45,0,1.57,clear sky
517,Sur,OM,22.5667,59.5289,84.63,68,69,17.18,broken clouds
518,Nampa,US,43.5407,-116.5635,89.26,36,0,6.91,clear sky
519,Otradnoye,RU,59.7775,30.8181,71.04,75,100,6.2,overcast clouds
520,Port Lincoln,AU,-34.7333,135.8667,60.08,54,60,15.39,broken clouds
521,Cordoba,AR,-31.4135,-64.1811,62.24,97,100,6.91,fog
522,Atambua,ID,-9.1061,124.8925,82.33,48,56,4.07,broken clouds
523,Marawi,PH,7.9986,124.2928,80.11,75,49,1.68,scattered clouds
524,Tricase,IT,39.9304,18.3553,76.35,61,1,4.05,clear sky
525,San Policarpo,PH,12.1791,125.5072,84.56,75,96,3.38,overcast clouds
526,Sarai,RU,53.7458,41.0213,73.38,73,8,6.53,clear sky
527,Salvador,SV,13.8333,-88.9167,70.2,98,76,1.99,broken clouds
528,Zaragoza,ES,41.6561,-0.8773,64.85,62,0,20.71,clear sky
529,Norman Wells,CA,65.282,-126.8329,59.04,88,40,3.44,scattered clouds
530,Yar-Sale,RU,66.8333,70.8333,59.09,59,89,8.88,overcast clouds
531,Adrar,MR,20.5022,-10.0711,93.81,28,25,17.38,scattered clouds
532,Vrchlabi,CZ,50.627,15.6094,61.79,99,91,3.27,overcast clouds
533,Santa Maria,BR,-29.6842,-53.8069,61.9,100,100,4.61,fog
534,Grand-Lahou,CI,5.1367,-5.0242,74.71,89,100,10.4,light rain
535,Pandharpur,IN,17.6667,75.3333,81.3,65,100,3.83,overcast clouds
536,Vila Velha,BR,-20.3297,-40.2925,67.95,96,20,2.3,few clouds
537,Manitowoc,US,44.0667,-87.8001,68.56,81,40,8.05,scattered clouds
538,Berezovyy,RU,51.6667,135.7,72.52,66,94,3.69,overcast clouds
539,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.51,83,10,7.47,clear sky
540,Krasnoselkup,RU,65.7,82.4667,55.53,97,100,11.61,heavy intensity rain
541,La Palma,US,33.8464,-118.0467,78.31,82,20,9.22,few clouds
542,Glenwood Springs,US,39.5505,-107.3248,70.83,53,0,3.44,clear sky
543,Talas,TR,38.6908,35.5538,59.67,67,0,8.05,clear sky
544,Tual,ID,-5.6667,132.75,79.68,77,60,19.37,broken clouds
545,Husavik,IS,66.0449,-17.3389,53.42,79,100,8.48,overcast clouds
546,Toledo,ES,39.8333,-4.0,68.9,49,0,2.86,clear sky
547,Beni,CD,0.5,29.4667,63.0,97,94,1.45,light rain
548,Khomutovka,RU,51.9207,34.5619,68.41,79,1,5.44,clear sky
549,Simao,CN,22.7886,100.9748,85.37,44,33,4.85,scattered clouds
550,Lavrentiya,RU,65.5833,-171.0,44.78,72,65,8.93,broken clouds
551,Sande,DE,53.5049,8.0142,58.01,69,98,8.25,overcast clouds
552,Rawson,AR,-43.3002,-65.1023,44.94,95,100,9.51,light rain
553,Tromso,NO,69.6496,18.957,53.62,87,75,11.5,shower rain
554,Aripuana,BR,-9.1667,-60.6333,71.98,51,44,1.12,scattered clouds
555,La Union,PE,-5.4,-80.75,64.26,79,100,12.91,overcast clouds
556,Guiyang,CN,26.5833,106.7167,86.49,58,40,15.66,scattered clouds
557,Muyinga,BI,-2.8333,30.3333,60.49,64,100,2.44,overcast clouds
558,Ambato,EC,-1.2491,-78.6168,54.9,76,100,1.21,overcast clouds
559,Mount Gambier,AU,-37.8333,140.7667,57.49,71,100,12.33,overcast clouds
560,Emporia,US,38.4039,-96.1817,73.6,88,100,20.71,light rain
561,Kutum,SD,14.2,24.6667,73.58,67,64,12.19,broken clouds
562,Gizo,SB,-8.103,156.8419,83.82,69,81,2.08,broken clouds
563,Aguascalientes,MX,21.8833,-102.3,66.33,72,100,7.56,overcast clouds
564,Linjiang,CN,41.8069,126.9078,92.32,45,8,3.76,clear sky
565,Altamira,BR,-3.2033,-52.2064,73.45,77,75,2.28,broken clouds
566,Charters Towers,AU,-20.1,146.2667,76.6,37,0,10.98,clear sky
567,Kita,ML,13.0349,-9.4895,71.85,95,100,6.53,overcast clouds
568,Coquimbo,CL,-29.9533,-71.3436,51.53,100,0,10.36,clear sky
569,Ketchikan,US,55.3422,-131.6461,70.27,73,0,6.91,clear sky
570,Dicabisagan,PH,17.0818,122.4157,86.63,73,100,2.28,overcast clouds
571,Lima,PE,-12.0432,-77.0282,59.25,82,100,11.5,overcast clouds
572,Nouadhibou,MR,20.931,-17.0347,78.78,83,4,9.22,clear sky
573,Sola,VU,-13.8833,167.55,80.96,75,38,13.04,light rain
574,Moerai,PF,-22.4333,-151.3333,71.31,59,58,25.48,broken clouds
575,Bad Orb,DE,50.2279,9.3478,63.9,89,98,4.34,overcast clouds
576,Presidente Dutra,BR,-5.29,-44.49,70.45,53,58,3.51,broken clouds
577,Mwene-Ditu,CD,-7.0,23.45,63.52,45,73,4.63,broken clouds
578,Sikasso,ML,10.9167,-7.0,70.93,96,100,4.32,overcast clouds
579,Inhambane,MZ,-23.865,35.3833,62.02,76,0,2.3,clear sky
580,Lamar,US,33.6668,-95.5836,87.64,54,0,6.91,clear sky
581,Taltal,CL,-25.4,-70.4833,57.49,82,2,1.54,clear sky
582,Villarrica,PY,-25.75,-56.4333,66.45,65,12,3.87,few clouds
583,Vila,PT,42.0304,-8.1588,49.69,89,3,4.32,clear sky
584,Zambezi,ZM,-13.5432,23.1047,46.51,63,0,5.84,clear sky
585,Ha Giang,VN,22.8333,104.9833,93.9,57,77,4.83,broken clouds
586,Chilliwack,CA,49.1747,-121.9443,83.35,63,1,4.0,clear sky
587,Namatanai,PG,-3.6667,152.4333,84.33,65,35,10.02,scattered clouds
588,North Bend,US,43.4065,-124.2243,59.23,97,0,4.61,clear sky
589,Safford,US,32.834,-109.7076,79.72,69,0,12.66,clear sky
590,Peace River,CA,56.2501,-117.286,73.71,64,20,4.61,few clouds
591,Badhni Kalan,IN,30.6833,75.2833,91.87,55,68,9.26,broken clouds
592,Biala Podlaska,PL,52.0324,23.1165,61.93,89,61,3.98,broken clouds
593,Salta,AR,-24.7859,-65.4117,66.79,79,75,3.44,broken clouds
594,Rapid Valley,US,44.0625,-103.1463,69.53,70,0,8.99,clear sky
595,Chute-Aux-Outardes,CA,49.1168,-68.399,55.38,100,20,6.91,few clouds
596,Santa Barbara,US,34.7333,-120.0343,63.34,82,0,4.61,clear sky
597,Bell Ville,AR,-32.6259,-62.6887,65.17,84,54,1.48,broken clouds
598,Vestmanna,FO,62.1564,-7.1664,49.12,100,100,12.66,heavy intensity drizzle
599,Murgab,TM,37.4966,61.9714,85.87,39,0,11.5,clear sky
600,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,71.33,98,6,1.32,clear sky
601,Puerto Escondido,MX,15.85,-97.0667,77.34,87,99,4.81,overcast clouds
602,Sungaipenuh,ID,-2.0833,101.3833,80.28,50,69,4.94,broken clouds
603,Tigil,RU,57.8,158.6667,67.24,52,74,15.61,broken clouds
604,Balestrand,NO,61.2076,6.5334,53.98,85,99,3.96,overcast clouds
605,Montauban,FR,44.0833,1.5,53.76,87,0,3.71,clear sky
606,Alandi,IN,18.6667,73.9,77.81,75,97,6.71,overcast clouds
607,Rafai,CF,4.95,23.9167,68.09,95,99,0.65,overcast clouds
608,Mabiton,PH,12.8334,123.2612,85.69,69,93,7.74,overcast clouds
609,Marsa Matruh,EG,31.3525,27.2453,79.34,72,0,10.27,clear sky
610,Wajir,KE,1.7471,40.0573,71.56,73,75,0.0,broken clouds
611,Kodinsk,RU,58.6881,99.1844,61.63,83,100,9.51,overcast clouds
612,Kompaniyivka,UA,48.2511,32.208,71.37,53,2,4.94,clear sky
613,Charlottesville,US,38.0293,-78.4767,75.22,96,100,4.0,overcast clouds
614,General Roca,AR,-39.0333,-67.5833,39.61,91,100,6.98,overcast clouds
615,Mathathane,BW,-22.2687,28.7495,54.75,68,0,3.11,clear sky
616,Nikolayevka,RU,53.1257,47.2041,71.82,74,14,3.83,few clouds
617,Sault Sainte Marie,CA,46.5168,-84.3333,63.16,76,0,5.75,clear sky
618,Guanare,VE,9.0418,-69.7421,75.22,100,100,4.61,overcast clouds
619,Neyshabur,IR,36.2133,58.7958,85.84,27,1,1.72,clear sky
620,Narsaq,GL,60.9167,-46.05,50.22,89,30,1.92,scattered clouds
621,Darhan,MN,49.4867,105.9228,66.27,50,100,7.0,overcast clouds
622,Obregon,NI,11.9566,-85.9636,75.29,89,94,4.5,overcast clouds
623,Tonantins,BR,-2.8731,-67.8022,74.05,93,88,2.26,overcast clouds
624,Mufumbwe,ZM,-13.6833,24.8,46.36,73,0,5.14,clear sky
625,Gat,IL,31.61,34.7642,84.4,51,0,0.4,clear sky
626,Diamantina,BR,-18.2494,-43.6003,49.77,89,0,4.18,clear sky
627,Olinda,BR,-8.0089,-34.8553,73.13,83,100,10.36,overcast clouds
628,Dhari,IN,21.3333,71.0167,82.78,69,100,10.27,overcast clouds
629,Ostersund,SE,63.1792,14.6357,49.6,87,100,23.02,overcast clouds
630,Sistranda,NO,63.7256,8.834,49.96,72,100,19.73,overcast clouds
631,Mhlume,SZ,-26.0333,31.85,57.04,87,0,3.22,clear sky
632,San Andres,CO,12.5847,-81.7006,82.42,78,75,9.22,broken clouds
633,Mantua,IT,45.1667,10.7833,72.55,89,98,1.99,moderate rain
634,Taitung,TW,22.7583,121.1444,91.67,66,75,6.91,broken clouds
635,Hay River,CA,60.8156,-115.7999,66.18,77,75,9.22,broken clouds
636,Discovery Bay,US,37.9085,-121.6002,71.01,56,0,7.72,clear sky
637,Kampot,KH,10.6167,104.1833,87.85,74,100,6.89,overcast clouds
638,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,65.86,39,12,5.57,few clouds
639,Labuhan,ID,-6.8844,112.2051,87.69,52,13,4.05,few clouds
640,Cheney,US,47.4874,-117.5758,86.18,39,0,5.75,clear sky
641,Dothan,US,31.2232,-85.3905,79.0,89,0,3.44,clear sky
642,Cayenne,GF,4.9333,-52.3333,76.08,1,20,2.3,few clouds
643,Sembakung,ID,3.8167,117.25,93.11,49,100,0.25,overcast clouds
644,Fukue,JP,32.6881,128.8419,86.36,62,20,4.61,few clouds
645,Bantogon,PH,6.5333,124.0333,81.88,77,71,2.8,broken clouds
646,Aksha,RU,50.2814,113.2867,55.74,97,100,11.1,light rain
647,Vila Franca Do Campo,PT,37.7167,-25.4333,72.19,94,26,3.83,scattered clouds
648,Buala,SB,-8.145,159.5921,84.76,68,76,6.82,broken clouds
649,Flinders,AU,-34.5833,150.8552,66.18,46,3,11.01,clear sky
650,Batagay,RU,67.6333,134.6333,79.63,41,100,5.06,overcast clouds
651,Grande Prairie,CA,55.1667,-118.8027,73.58,53,20,3.44,few clouds
652,Lander,US,42.833,-108.7307,74.21,44,0,8.05,clear sky
653,Vylkove,UA,45.4021,29.586,77.36,65,0,6.29,clear sky
654,Eirunepe,BR,-6.6603,-69.8736,72.37,86,17,2.08,few clouds
655,Taoudenni,ML,22.6783,-3.9836,92.8,11,0,9.64,clear sky
656,Grindavik,IS,63.8424,-22.4338,55.35,100,100,17.27,moderate rain
657,Saint Anthony,US,45.0205,-93.218,68.95,90,100,12.66,overcast clouds
658,Salinopolis,BR,-0.6136,-47.3561,78.15,84,48,9.22,scattered clouds
659,Matamoros,MX,25.5333,-103.25,86.11,32,40,5.75,scattered clouds
660,Mercedes,AR,-34.6515,-59.4307,64.94,97,96,5.57,overcast clouds
661,Waitati,NZ,-45.75,170.5667,45.82,97,100,4.74,overcast clouds
662,Brignais,FR,45.6736,4.7548,64.29,71,0,11.5,clear sky
663,Kawalu,ID,-7.3817,108.2082,83.95,56,44,5.28,scattered clouds
664,Mahon,ES,39.8885,4.2658,72.16,78,0,5.75,clear sky
665,Usinsk,RU,65.9939,57.5281,64.2,55,26,7.92,scattered clouds
666,Aleppo,SY,36.25,37.5,82.15,39,0,10.49,clear sky
667,Conde,BR,-7.2597,-34.9075,71.06,100,100,9.22,overcast clouds
668,Acapulco,MX,16.8634,-99.8901,82.22,78,100,3.44,overcast clouds
669,Scarborough,GB,54.2797,-0.4044,54.34,87,96,4.88,overcast clouds
670,Cranbrook,CA,49.4999,-115.7688,78.64,38,20,0.0,few clouds
671,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.64,97,91,1.81,overcast clouds
672,Rabaul,PG,-4.1967,152.1721,84.67,64,9,7.2,clear sky
673,Lagoa,PT,39.05,-27.9833,72.46,88,28,13.76,scattered clouds
674,Pecos,US,31.4229,-103.4932,92.23,31,0,9.22,clear sky
675,Aksarka,RU,66.5606,67.7975,59.97,56,55,9.6,broken clouds
676,Port Hardy,CA,50.6996,-127.4199,64.58,82,20,6.91,few clouds
677,Boueni,YT,-12.9025,45.0761,76.98,69,9,10.78,clear sky
678,Vostok,RU,46.4856,135.8833,79.61,55,38,7.94,scattered clouds
679,Carutapera,BR,-1.195,-46.02,75.51,91,82,5.1,broken clouds
680,Cabedelo,BR,-6.9811,-34.8339,72.27,85,38,10.29,scattered clouds
681,Aberdeen,GB,57.1437,-2.0981,50.76,93,50,1.14,scattered clouds
682,Elk City,US,35.412,-99.4043,89.58,35,0,6.91,clear sky
683,Saint-Ambroise,CA,48.5501,-71.3324,60.4,82,80,9.22,broken clouds
684,Mittersill,AT,47.2667,12.4833,60.84,94,100,0.92,overcast clouds
685,Monteagudo,BO,-19.8167,-63.9833,59.63,90,1,2.48,clear sky
686,Boquira,BR,-12.8231,-42.7306,62.15,68,19,5.26,few clouds
687,Along,IN,28.1667,94.7667,86.94,68,92,3.15,overcast clouds
688,Shaowu,CN,27.3409,117.4831,101.98,35,85,1.16,overcast clouds
689,Neuquen,AR,-38.9516,-68.0591,44.49,93,100,0.0,light intensity drizzle
690,Mafeteng,LS,-29.823,27.2374,43.45,67,10,5.21,clear sky
691,Martinho Campos,BR,-19.3317,-45.2369,59.16,65,0,3.49,clear sky
692,Vallenar,CL,-28.5708,-70.7581,57.61,60,25,0.81,scattered clouds
693,Beloha,MG,-25.1667,45.05,63.12,76,2,2.3,clear sky
694,Jimo,CN,36.3897,120.4622,83.98,79,75,6.71,broken clouds
695,Korla,CN,41.7597,86.1469,97.66,12,3,3.22,clear sky
696,Gouyave,GD,12.1646,-61.7296,77.77,89,75,9.22,broken clouds
697,Woodland,US,38.6785,-121.7733,82.38,49,0,12.66,clear sky
698,Kulhudhuffushi,MV,6.6221,73.07,81.63,77,81,16.2,broken clouds
699,Morondava,MG,-20.2833,44.2833,66.54,65,0,6.22,clear sky
