City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Wiwili,NI,2022-07-27 01:00:20,13.6268,-85.8254,72.73,94,88,2.66
295,Awjilah,LY,2022-07-27 01:00:21,29.1081,21.2869,82.53,39,5,15.3
296,Waingapu,ID,2022-07-27 00:57:26,-9.6567,120.2641,79.61,62,83,14.16
297,Dutlwe,BW,2022-07-27 01:00:22,-23.9833,23.9,56.21,44,7,10.25
298,Naze,JP,2022-07-27 01:00:22,28.3667,129.4833,82.22,72,14,5.86
299,Longyearbyen,SJ,2022-07-27 01:00:22,78.2186,15.6401,48.04,76,75,4.61
300,Yumen,CN,2022-07-27 01:00:23,40.2833,97.2,82.04,13,0,8.97
301,Doba,TD,2022-07-27 01:00:23,8.65,16.85,71.82,97,31,3.2
302,Belmonte,BR,2022-07-27 01:00:23,-15.8631,-38.8828,70.83,77,1,8.55
303,Idrinskoye,RU,2022-07-27 01:00:24,54.3708,92.1358,55.47,89,99,2.73
304,Pisco,PE,2022-07-27 01:00:24,-13.7,-76.2167,60.4,85,88,0.22
305,Were Ilu,ET,2022-07-27 01:00:25,10.6,39.4333,52.21,96,100,5.12
306,Santa Marta,CO,2022-07-27 00:55:59,11.2408,-74.199,82.45,74,40,10.36
307,Norman Wells,CA,2022-07-27 01:00:25,65.282,-126.8329,56.98,91,100,13.62
308,Tongzi,CN,2022-07-27 01:00:25,28.7829,105.0877,83.61,85,99,2.1
309,Tanabe,JP,2022-07-27 01:00:26,33.7333,135.3667,85.35,73,71,9.08
310,Caraballeda,VE,2022-07-27 01:00:26,10.6112,-66.8522,76.77,91,3,6.91
311,Itarema,BR,2022-07-27 01:00:27,-2.9248,-39.9167,77.77,76,78,13.06
312,Bengkulu,ID,2022-07-27 01:00:27,-3.8004,102.2655,77.38,82,97,3.11
313,Westport,US,2022-07-27 01:00:27,41.1415,-73.3579,76.01,64,100,3.85
314,Belawan,ID,2022-07-27 01:00:28,3.7755,98.6832,77.29,89,100,4.68
315,Biak,ID,2022-07-27 01:00:28,-0.9131,122.8766,75.34,93,100,6.02
316,Luwuk,ID,2022-07-27 01:00:28,-0.9516,122.7875,77.02,95,100,4.63
317,Saint-Philippe,RE,2022-07-27 01:00:29,-21.3585,55.7679,65.79,85,56,11.21
318,Mutsu,JP,2022-07-27 01:00:29,41.2894,141.2169,73.42,100,75,3.44
319,Iowa City,US,2022-07-27 01:00:00,41.6611,-91.5302,78.57,74,100,6.4
320,Banjar,ID,2022-07-27 01:00:30,-8.19,114.9675,81.93,68,1,2.82
321,Banda Aceh,ID,2022-07-27 01:01:31,5.5577,95.3222,79.48,80,100,6.51
322,Marquette,US,2022-07-27 01:01:31,46.5333,-87.6335,71.04,70,100,1.28
323,Tommot,RU,2022-07-27 01:01:31,58.9564,126.2925,78.26,45,7,6.55
324,Souillac,MU,2022-07-27 01:01:32,-20.5167,57.5167,68.56,80,21,11.01
325,Freeport,US,2022-07-27 01:01:18,40.6576,-73.5832,80.58,57,0,9.22
326,Wewak,PG,2022-07-27 01:01:32,-3.5534,143.6268,83.41,74,96,7.81
327,Nara,JP,2022-07-27 00:57:40,34.6851,135.8049,91.49,43,96,2.15
328,Sao Filipe,CV,2022-07-27 01:01:33,14.8961,-24.4956,77.2,85,65,2.84
329,Bambous Virieux,MU,2022-07-27 01:01:33,-20.3428,57.7575,68.22,76,28,11.59
330,Plymouth,US,2022-07-27 01:01:33,41.8334,-70.8328,73.89,64,55,4.16
331,Half Moon Bay,US,2022-07-27 01:00:23,37.4636,-122.4286,80.06,71,100,8.05
332,Kambove,CD,2022-07-27 01:01:34,-10.8764,26.5969,54.77,56,29,5.37
333,Dalvik,IS,2022-07-27 01:01:34,65.9702,-18.5286,53.76,82,100,5.06
334,Bitung,ID,2022-07-27 01:00:21,1.4451,125.1824,86.85,77,100,9.91
335,Nome,US,2022-07-27 01:01:35,64.5011,-165.4064,47.16,81,83,18.07
336,Geraldton,AU,2022-07-27 01:00:09,-28.7667,114.6,50.41,81,0,10.36
337,Bull Savanna,JM,2022-07-27 01:01:35,17.8868,-77.5902,77.23,81,7,10.58
338,Kenai,US,2022-07-27 00:59:33,60.5544,-151.2583,65.03,63,94,9.06
339,Dicabisagan,PH,2022-07-27 01:01:36,17.0818,122.4157,85.86,68,100,1.1
340,Hofn,IS,2022-07-27 01:01:36,64.2539,-15.2082,50.07,92,100,2.04
341,Mama,RU,2022-07-27 01:01:37,58.3106,112.8986,66.18,80,100,4.94
342,Weihe,CN,2022-07-27 01:01:37,32.9952,105.3247,71.06,92,77,6.67
343,Antalaha,MG,2022-07-27 01:01:37,-14.9003,50.2788,63.46,90,20,6.08
344,Lahat,ID,2022-07-27 00:58:20,-3.8,103.5333,75.56,88,100,1.05
345,Tomatlan,MX,2022-07-27 01:01:38,19.9333,-105.25,81.88,77,100,2.28
346,Bathsheba,BB,2022-07-27 01:01:10,13.2167,-59.5167,80.06,86,2,14.36
347,Capoterra,IT,2022-07-27 01:01:38,39.1763,8.9718,78.55,76,0,13.8
348,Lasa,IT,2022-07-27 01:01:39,46.6166,10.7002,61.7,90,100,2.08
349,Fethiye,TR,2022-07-27 01:01:02,36.6217,29.1164,73.27,36,0,4.56
350,Henties Bay,NA,2022-07-27 01:01:39,-22.116,14.2845,52.99,87,4,5.68
351,Diamantino,BR,2022-07-27 01:00:13,-14.4086,-56.4461,74.5,37,20,4.52
352,Atambua,ID,2022-07-27 01:01:40,-9.1061,124.8925,78.15,52,59,5.19
353,Sungaipenuh,ID,2022-07-27 01:01:40,-2.0833,101.3833,68.63,79,96,0.36
354,Dunedin,NZ,2022-07-27 01:01:03,-45.8742,170.5036,46.71,96,100,8.95
355,Staryy Nadym,RU,2022-07-27 01:01:41,65.6118,72.6842,51.85,77,96,8.41
356,Iquitos,PE,2022-07-27 01:01:41,-3.7481,-73.2472,72.43,98,100,1.14
357,Utinga,BR,2022-07-27 01:01:41,-5.8172,-35.3954,74.25,94,0,3.44
358,Rexburg,US,2022-07-27 01:01:42,43.826,-111.7897,89.58,15,0,3.44
359,Villazon,BO,2022-07-27 01:01:42,-22.0866,-65.5942,46.17,51,18,4.36
360,Yangcun,CN,2022-07-27 01:01:43,39.3639,117.0603,82.38,75,100,7.78
361,Hervey Bay,AU,2022-07-27 01:01:43,-25.2986,152.8535,59.29,49,0,15.82
362,Ulladulla,AU,2022-07-27 01:01:43,-35.35,150.4667,58.6,44,7,10.94
363,Palmer,US,2022-07-27 01:01:44,42.1584,-72.3287,70.86,75,0,3.78
364,Hunchun,CN,2022-07-27 01:01:44,42.8675,130.3581,81.91,72,4,2.59
365,Doha,QA,2022-07-27 01:01:45,25.2867,51.5333,93.18,75,40,13.8
366,Bethel,US,2022-07-27 01:01:45,41.3712,-73.414,73.76,67,100,4.0
367,Coxim,BR,2022-07-27 01:01:45,-18.5067,-54.76,75.24,35,0,2.91
368,Padang,ID,2022-07-27 01:01:46,-0.9492,100.3543,79.16,80,100,2.1
369,Cozumel,MX,2022-07-27 00:57:12,20.5083,-86.9458,82.99,78,53,7.0
370,Linkou,CN,2022-07-27 01:02:46,45.3,130.2833,80.92,73,5,1.61
371,Sobolevo,RU,2022-07-27 01:02:47,54.4299,31.8996,60.26,90,8,2.13
372,Concepcion,CL,2022-07-27 01:02:28,-36.827,-73.0498,49.57,91,3,6.17
373,Lahaina,US,2022-07-27 01:02:12,20.8783,-156.6825,83.95,81,37,12.01
374,Bjornevatn,NO,2022-07-27 01:02:47,69.6672,29.9847,60.42,94,100,16.82
375,Belaya Gora,RU,2022-07-27 01:02:48,68.5333,146.4167,59.56,39,27,13.11
376,Sao Gabriel Da Cachoeira,BR,2022-07-27 01:02:48,-0.1303,-67.0892,73.09,98,100,1.74
377,Evensk,RU,2022-07-27 01:02:48,61.95,159.2333,62.35,64,12,6.04
378,Tura,IN,2022-07-27 01:02:49,25.5198,90.2201,75.58,86,29,2.86
379,Abapo,BO,2022-07-27 01:02:49,-18.8333,-63.4667,67.98,69,2,2.42
380,Peniche,PT,2022-07-27 01:02:50,39.3558,-9.3811,66.29,87,0,19.39
381,Ponta Delgada,PT,2022-07-27 01:00:21,37.7333,-25.6667,74.5,88,20,3.44
382,Chimoio,MZ,2022-07-27 01:02:50,-19.1164,33.4833,55.26,88,20,0.54
383,Cayenne,GF,2022-07-27 00:59:34,4.9333,-52.3333,77.09,1,75,0.0
384,Byron Bay,AU,2022-07-27 00:58:42,-28.65,153.6167,60.71,44,0,10.58
385,Taperoa,BR,2022-07-27 01:02:51,-7.2075,-36.8267,67.57,90,85,12.62
386,Luanda,AO,2022-07-27 01:02:51,-8.8368,13.2343,71.6,88,75,5.75
387,Meulaboh,ID,2022-07-27 01:02:51,4.1363,96.1285,75.72,88,100,4.76
388,Jennings,US,2022-07-27 01:02:52,38.7192,-90.2604,79.18,92,75,6.91
389,Poum,NC,2022-07-27 01:02:52,-20.2333,164.0167,74.66,71,0,8.66
390,Lorengau,PG,2022-07-27 00:59:37,-2.0226,147.2712,84.7,71,20,10.0
391,Nouadhibou,MR,2022-07-27 01:02:53,20.931,-17.0347,71.04,92,0,8.01
392,Sovetskiy,RU,2022-07-27 01:02:53,61.3614,63.5842,53.33,69,100,3.71
393,Bay Roberts,CA,2022-07-27 01:02:54,47.5999,-53.2648,69.51,95,100,5.99
394,Asau,RO,2022-07-27 01:02:54,46.4333,26.4,70.95,73,1,4.59
395,Sangar,RU,2022-07-27 01:02:55,63.9242,127.4739,77.13,56,11,2.68
396,Aswan,EG,2022-07-27 01:02:55,24.0934,32.907,86.04,18,28,8.72
397,Baturaja,ID,2022-07-27 01:02:56,-4.1333,104.1667,75.33,92,100,2.33
398,Port Macquarie,AU,2022-07-27 01:02:56,-31.4333,152.9167,60.89,46,0,14.18
399,Riyadh,SA,2022-07-27 01:01:02,24.6877,46.7219,90.81,15,100,5.77
400,Faya,SA,2022-07-27 00:58:15,18.3851,42.4509,64.92,60,100,3.74
401,Port Antonio,JM,2022-07-27 01:02:57,18.18,-76.4612,75.99,83,100,10.09
402,Alyangula,AU,2022-07-27 01:02:57,-13.8483,136.4192,75.69,59,3,18.68
403,Veseloyarsk,RU,2022-07-27 01:02:58,51.2836,81.1056,67.15,49,100,9.31
404,Bogovarovo,RU,2022-07-27 01:02:58,58.9785,47.0246,54.48,88,89,4.34
405,Sur,OM,2022-07-27 01:02:58,22.5667,59.5289,81.12,77,65,16.17
406,Sitka,US,2022-07-27 00:59:31,57.0531,-135.33,64.29,72,100,8.05
407,Kantang,TH,2022-07-27 01:02:59,7.4054,99.5156,82.98,99,59,1.63
408,Aloleng,PH,2022-07-27 01:02:59,16.1307,119.7824,84.4,76,32,7.63
409,Katsuura,JP,2022-07-27 00:59:36,35.1333,140.3,82.72,82,76,15.46
410,Camopi,GF,2022-07-27 01:03:00,3.1655,-52.3158,72.93,98,100,1.92
411,Oristano,IT,2022-07-27 01:03:00,39.9,8.6,74.05,71,0,6.91
412,Jamundi,CO,2022-07-27 01:03:01,3.2607,-76.535,71.56,92,61,2.28
413,Cruzeiro Do Sul,BR,2022-07-27 01:01:47,-29.5128,-51.9853,67.51,92,7,2.08
414,Ambilobe,MG,2022-07-27 01:03:01,-13.2,49.05,67.23,83,97,3.89
415,Shelburne,CA,2022-07-27 01:03:01,44.0787,-80.2041,63.36,74,16,2.06
416,Lompoc,US,2022-07-27 01:00:03,34.6391,-120.4579,80.02,75,75,11.01
417,Igarka,RU,2022-07-27 01:04:02,67.4667,86.5833,59.32,57,0,0.56
418,Plettenberg Bay,ZA,2022-07-27 01:03:40,-34.0527,23.3716,56.95,69,87,11.48
419,Puri,IN,2022-07-27 01:04:02,19.8,85.85,81.12,76,95,6.06
420,Ipixuna,BR,2022-07-27 01:04:03,-1.7625,-48.8043,76.69,85,100,3.58
421,General Pico,AR,2022-07-27 01:01:21,-35.6566,-63.7568,62.82,92,100,7.52
422,Kumanovo,MK,2022-07-27 01:04:03,42.1322,21.7144,74.17,40,24,3.27
423,Ekhabi,RU,2022-07-27 01:04:04,53.5102,142.9671,59.67,79,100,5.97
424,Heide,DE,2022-07-27 01:04:04,54.2,9.1,59.11,65,100,12.28
425,Mount Pleasant,US,2022-07-27 01:00:49,32.7941,-79.8626,84.34,80,0,10.36
426,Tusnad,RO,2022-07-27 01:04:05,46.2,25.9,61.21,63,3,1.92
427,Labuhan,ID,2022-07-27 01:04:05,-6.8844,112.2051,78.94,72,24,7.81
428,Anshun,CN,2022-07-27 01:04:05,26.25,105.9333,72.28,86,67,10.09
429,Takoradi,GH,2022-07-27 01:04:06,4.8845,-1.7554,74.77,91,92,10.38
430,Sistranda,NO,2022-07-27 01:04:06,63.7256,8.834,49.96,77,100,19.8
431,Holme,DK,2022-07-27 01:04:06,56.1138,10.1725,54.18,76,82,18.3
432,Eureka,US,2022-07-27 01:04:07,40.8021,-124.1637,65.35,76,50,4.0
433,Krasne,UA,2022-07-27 01:04:07,49.9145,24.6134,61.38,97,100,11.52
434,Bullhead City,US,2022-07-27 01:04:08,35.1478,-114.5683,93.49,42,0,11.5
435,Severnyy,RU,2022-07-27 01:02:20,50.677,36.5532,60.84,100,20,4.47
436,Nurobod,UZ,2022-07-27 01:04:08,40.9056,69.8023,82.04,26,0,1.61
437,Gracac,HR,2022-07-27 01:04:09,44.3006,15.8547,74.95,96,26,7.34
438,Tanout,NE,2022-07-27 01:04:09,14.9709,8.8879,86.9,54,13,20.07
439,Jiangyou,CN,2022-07-27 01:04:09,31.7667,104.7167,83.93,76,13,4.09
440,Allahganj,IN,2022-07-27 01:04:10,27.55,79.6833,83.61,73,62,4.88
441,Lipari,IT,2022-07-27 01:04:10,38.4674,14.954,79.32,69,0,3.18
442,Douglas,US,2022-07-27 01:04:10,41.3,-96.167,81.07,71,0,3.44
443,Magistralnyy,RU,2022-07-27 01:04:11,56.1725,107.4458,61.09,73,100,7.85
444,Srednekolymsk,RU,2022-07-27 01:04:11,67.45,153.6833,55.89,43,21,14.54
445,Lagoa,PT,2022-07-27 01:04:11,39.05,-27.9833,72.84,89,8,11.43
446,Datia,IN,2022-07-27 01:04:12,25.6667,78.4667,79.25,84,100,8.41
447,Pimentel,PE,2022-07-27 01:04:12,-6.8367,-79.9342,62.56,87,99,15.73
448,Igrim,RU,2022-07-27 01:04:13,63.1906,64.4162,53.69,73,100,2.89
449,Passi,PH,2022-07-27 01:04:13,11.15,122.65,83.62,78,50,6.96
450,Olafsvik,IS,2022-07-27 01:04:13,64.8945,-23.7142,53.19,96,100,16.78
451,Ciudad Real,ES,2022-07-27 01:04:14,39.0,-4.0,80.06,31,0,5.01
452,De Aar,ZA,2022-07-27 01:04:14,-30.6497,24.0123,52.11,60,1,4.99
453,Maralal,KE,2022-07-27 01:04:15,1.0968,36.698,53.8,75,97,4.76
454,Montepuez,MZ,2022-07-27 01:04:15,-13.1256,38.9997,60.96,91,15,8.7
455,Asyut,EG,2022-07-27 01:04:15,27.181,31.1837,83.48,19,0,7.38
456,Krasnovishersk,RU,2022-07-27 01:04:16,60.4078,57.082,49.78,77,0,3.62
457,Kitui,KE,2022-07-27 01:04:16,-1.367,38.0106,60.28,85,100,7.23
458,Aden,YE,2022-07-27 01:00:25,12.7794,45.0367,83.21,73,98,9.95
459,Arman,RU,2022-07-27 01:04:17,59.7,150.1667,73.02,72,43,5.12
460,Daru,PG,2022-07-27 01:04:17,-9.0763,143.2092,78.87,79,78,14.47
461,Puerto Princesa,PH,2022-07-27 01:04:18,9.7392,118.7353,85.46,70,91,6.08
462,Malinovoye Ozero,RU,2022-07-27 01:05:18,51.6753,79.7825,69.22,47,100,5.44
463,Plainview,US,2022-07-27 01:05:19,40.7765,-73.4673,79.68,67,0,9.22
464,Charkhi Dadri,IN,2022-07-27 01:05:19,28.6,76.2667,83.52,72,81,9.42
465,Iwanai,JP,2022-07-27 01:05:20,42.9744,140.5089,79.21,65,100,4.56
466,Karymskoye,RU,2022-07-27 01:05:20,51.6167,114.35,62.46,93,96,4.61
467,Nampula,MZ,2022-07-27 01:05:20,-15.1165,39.2666,62.55,100,40,8.05
468,Kaohsiung,TW,2022-07-27 01:02:21,22.6163,120.3133,87.75,77,75,4.0
469,Mount Isa,AU,2022-07-27 01:05:21,-20.7333,139.5,64.17,29,0,13.8
470,Marseille,FR,2022-07-27 01:05:21,43.3333,5.5,72.95,46,100,7.0
471,Batagay-Alyta,RU,2022-07-27 01:03:28,67.8006,130.4114,73.98,50,100,2.1
472,Flinders,AU,2022-07-27 01:05:22,-34.5833,150.8552,59.18,52,2,11.01
473,Port Lincoln,AU,2022-07-27 01:05:22,-34.7333,135.8667,57.49,67,100,16.62
474,Ilulissat,GL,2022-07-27 01:05:22,69.2167,-51.1,44.62,87,100,6.91
475,Qui Nhon,VN,2022-07-27 01:05:23,13.7667,109.2333,83.77,70,20,2.51
476,Guozhen,CN,2022-07-27 01:05:23,34.3659,107.359,74.08,78,100,4.74
477,Saint-Pierre,RE,2022-07-27 01:05:23,-21.3393,55.4781,66.9,68,0,6.91
478,Manaure,CO,2022-07-27 01:05:24,11.7751,-72.4445,82.85,63,0,16.11
479,Phalia,PK,2022-07-27 01:05:24,32.4297,73.5775,81.63,84,100,7.9
480,Salta,AR,2022-07-27 01:00:29,-24.7859,-65.4117,65.57,77,42,1.01
481,Tucumcari,US,2022-07-27 01:05:25,35.1717,-103.725,91.24,27,40,21.85
482,Andijon,UZ,2022-07-27 01:05:25,40.7821,72.3442,83.48,64,32,0.0
483,Batagay,RU,2022-07-27 01:05:25,67.6333,134.6333,76.32,47,100,4.74
484,Mayumba,GA,2022-07-27 01:05:26,-3.432,10.6554,68.27,92,11,2.86
485,Slave Lake,CA,2022-07-27 01:05:26,55.2834,-114.769,71.83,42,5,2.75
486,Quelimane,MZ,2022-07-27 01:05:27,-17.8786,36.8883,62.69,81,9,3.65
487,Mulege,MX,2022-07-27 01:05:27,26.8833,-111.9833,90.41,48,2,6.89
488,Neepawa,CA,2022-07-27 01:02:42,50.2289,-99.4664,65.17,65,0,10.58
489,Batticaloa,LK,2022-07-27 01:05:28,7.7102,81.6924,79.86,82,72,6.69
490,Areosa,PT,2022-07-27 01:05:28,41.7178,-8.8571,61.93,84,0,9.42
491,Streetsboro,US,2022-07-27 01:05:28,41.2392,-81.3459,73.22,75,0,3.44
492,Surgut,RU,2022-07-27 01:05:29,61.25,73.4167,60.98,82,0,13.42
493,Touros,BR,2022-07-27 01:01:54,-5.1989,-35.4608,74.32,86,1,11.21
494,Sorong,ID,2022-07-27 01:05:30,-0.8833,131.25,81.72,77,83,7.72
495,San Lawrenz,MT,2022-07-27 01:05:30,36.0553,14.204,80.85,86,0,3.0
496,Bara,NG,2022-07-27 01:05:30,10.3744,10.7288,74.37,90,100,10.27
497,Semey,KZ,2022-07-27 01:05:31,50.4111,80.2275,64.62,55,0,4.47
498,Inhambane,MZ,2022-07-27 01:05:31,-23.865,35.3833,61.77,75,0,3.09
499,Verkhoyansk,RU,2022-07-27 01:05:31,67.5447,133.385,77.63,46,63,2.21
500,Paita,PE,2022-07-27 01:05:32,-5.0892,-81.1144,64.53,84,100,18.59
501,Antsohihy,MG,2022-07-27 01:05:32,-14.8796,47.9875,62.24,77,10,3.8
502,Saint-Denis,FR,2022-07-27 01:05:32,48.9167,2.3333,63.23,81,0,6.91
503,Charqueada,BR,2022-07-27 01:05:33,-22.5097,-47.7781,59.18,75,0,2.91
504,North Battleford,CA,2022-07-27 01:05:33,52.7834,-108.2847,71.4,48,92,8.41
505,Arlit,NE,2022-07-27 01:05:34,18.7369,7.3853,94.44,11,10,6.31
506,North Bend,US,2022-07-27 01:00:49,43.4065,-124.2243,77.23,87,50,1.01
507,Yulara,AU,2022-07-27 01:05:34,-25.2406,130.9889,53.11,40,0,12.66
508,Terrace,CA,2022-07-27 01:06:34,54.5163,-128.6035,89.29,46,17,0.56
509,Linjiang,CN,2022-07-27 01:06:35,41.8069,126.9078,84.36,65,11,1.34
510,Pekan,MY,2022-07-27 01:06:35,3.4836,103.3996,79.7,86,89,7.36
511,Edgewater,US,2022-07-27 01:06:36,28.9889,-80.9023,80.1,79,11,9.66
512,Benguela,AO,2022-07-27 01:06:36,-12.5763,13.4055,67.21,91,3,3.67
513,Vitim,RU,2022-07-27 01:06:36,59.4511,112.5578,68.25,67,91,4.41
514,Baculin,PH,2022-07-27 01:06:37,7.4525,126.5842,85.03,68,100,4.72
515,Namibe,AO,2022-07-27 01:06:37,-15.1961,12.1522,61.59,82,0,4.47
516,Kaeo,NZ,2022-07-27 01:06:37,-35.1,173.7833,66.33,68,68,12.03
517,Vysotsk,RU,2022-07-27 01:06:38,60.6288,28.5705,64.45,94,100,10.33
518,Dwarka,IN,2022-07-27 01:06:38,22.2394,68.9678,81.91,81,88,12.93
519,Morant Bay,JM,2022-07-27 01:06:39,17.8815,-76.4093,75.7,85,100,10.2
520,Hanzhong,CN,2022-07-27 01:06:39,33.0728,107.0303,76.06,94,100,2.26
521,Mountain Home,US,2022-07-27 01:06:25,43.133,-115.6912,98.08,8,0,14.97
522,Valparaiso,CL,2022-07-27 01:06:40,-33.0393,-71.6273,54.48,95,20,2.3
523,La Rioja,ES,2022-07-27 01:06:40,42.25,-2.5,55.18,94,0,5.01
524,Port Moresby,PG,2022-07-27 01:02:00,-9.4431,147.1797,81.63,72,99,7.63
525,Enshi,CN,2022-07-27 01:06:41,30.3,109.4833,81.36,86,66,0.56
526,Jiwani,PK,2022-07-27 01:06:41,25.05,61.7417,82.02,82,88,14.14
527,Ostrovnoy,RU,2022-07-27 01:06:42,68.0531,39.5131,60.4,73,97,19.75
528,Saquena,PE,2022-07-27 01:06:42,-4.6667,-73.5167,72.28,98,76,1.48
529,Magadan,RU,2022-07-27 01:06:42,59.5667,150.8,72.54,79,91,5.23
530,Los Andes,CL,2022-07-27 01:01:55,-32.8337,-70.5983,47.01,82,0,1.19
531,Kanye,BW,2022-07-27 01:06:43,-24.9667,25.3327,50.43,62,0,7.83
532,Lakes Entrance,AU,2022-07-27 01:02:48,-37.8811,147.981,58.15,69,21,13.78
533,Severka,RU,2022-07-27 01:06:43,56.8688,60.3015,60.24,93,100,5.48
